"forma_vendita_edicole","Ubicazione","TipoVia","DescrizioneVia","Civico","CodiceVia","ZD","settore_storico_ed","superficie_occupata","vendita_esclusiva"
"edicola su suolo pubblico","VIA DELLA COMMENDA fr.civ. 3 ang. via s. barnaba, (z.d. 1)","VIA ","DELLA COMMENDA","","3146","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA DELLE FORZE ARMATE N. 179 (z.d. 7)","VIA ","DELLE FORZE ARMATE","179","6643","7","XIV-QUOTIDIANI, PERIODI","6.00 X 3.50","Si"
"edicola su suolo pubblico","VIA DELLE FORZE ARMATE N. 351 fronte numero civico 351-346, (z.d. 7)","VIA ","DELLE FORZE ARMATE","351","6643","7","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","VIA DELLE FORZE ARMATE num.000 angolo via chinotto, (z.d. 7)","PLE ","ROSA GABRIELE","","4288","4","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA DELLE FORZE ARMATE num.000 angolo via nikolajevka, (z.d. 7)","VIA ","CHOPIN FEDERICO","50","4297","5","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA DIOMEDE N. 60 alt.civ.60, (z.d. 8)","VIA ","DIOMEDE","60","6428","8","XIV-QUOTIDIANI, PERIODI","6.00 X 1.90","Si"
"edicola su suolo pubblico","VIA DRAGO MARIA N. 1 angolo via zoagli, (z.d. 8)","VIA ","DRAGO MARIA","1","7464","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.60","Si"
"edicola su suolo pubblico","VIA ELBA N. 23 angolo via pirandello, (z.d. 7)","VIA ","ELBA","23","6243","7","XIV-QUOTIDIANI, PERIODI","3.50 X 2.25","Si"
"edicola su suolo pubblico","VIA F.LLI ANTONA TRAVERSI N. 18 (z.d. 8)","VIA ","F.LLI ANTONA TRAVERSI","18","7354","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA F.LLI BRONZETTI N. 19 angolo via archimede, (z.d. 4)","VIA ","F.LLI BRONZETTI","19","3089","4","XIV-QUOTIDIANI, PERIODI","2.50 X 1.90","Si"
"edicola su suolo pubblico","VIA FELTRE N. 27 (z.d. 3)","VIA ","FELTRE","27","2652","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA FILODRAMMATICI num.000 ang. piazza ferrari, (z.d. 1)","VIA ","FILODRAMMATICI","","113","1","XIV-QUOTIDIANI, PERIODI","5.10 X 2.10","Si"
"edicola su suolo pubblico","VIA FILZI FABIO N. 1 ang. piazza s. gioachino, (z.d. 2)","VIA ","FILZI FABIO","1","1190","2","XIV-QUOTIDIANI, PERIODI","2.30 X 2.00","Si"
"edicola su suolo pubblico","VIA FINOCCHIARO APRILE N. 2 int.american hotel, (z.d. 3)","VIA ","FINOCCHIARO APRILE","2","2120","2","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA FOPPA VINCENZO N. 37 (z.d. 6)","VIA ","FOPPA VINCENZO","37","6109","6","XIV-QUOTIDIANI, PERIODI","2.90 X 2.20","Si"
"edicola su suolo pubblico","VIA FOPPA VINCENZO N. 4 angolo viale coni zugna, (z.d. 7)","VIA ","FOPPA VINCENZO","4","6109","7","XIV-QUOTIDIANI, PERIODI","4.20 X 2.60","Si"
"edicola su suolo pubblico","VIA GALLARATE N. 105 (z.d. 8)","VIA ","GALLARATE","105","7420","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA GIOIA MELCHIORRE N. 75 (z.d. 2)","VIA ","GIOIA MELCHIORRE","75","1108","2","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","VIA GIOIA MELCHIORRE num.000 ang. via g.b.pirelli, (z.d. 9)","VIA ","OLGETTINA","","2530","3","XIV-QUOTIDIANI, PERIODI","6.00 X 3.80","Si"
"edicola su suolo pubblico","VIA GIOIA MELCHIORRE num.000 angolo via galvani, (z.d. 9)","PZA ","DUCA D'AOSTA","4","1200","2","XIV-QUOTIDIANI, PERIODI","5.00 X 2.50","Si"
"edicola su suolo pubblico","VIA GIOTTO N. 26 (z.d. 8)","VIA ","GIOTTO","26","6248","8","XIV-QUOTIDIANI, PERIODI","3.45 X 2.20","Si"
"edicola su suolo pubblico","VIA GIOVANNI DA PROCIDA N. 29 (z.d. 8)","VIA ","GIOVANNI DA PROCIDA","29","7151","8","XIV-QUOTIDIANI, PERIODI","2.40 X 1.80","Si"
"edicola su suolo pubblico","VIA GNOCCHI DON CARLO N. 33 (z.d. 7)","VIA ","GNOCCHI DON CARLO","33","6483","7","XIV-QUOTIDIANI, PERIODI","4.00 X 2.30","Si"
"edicola su suolo pubblico","VIA GRASSI GIOVANNI BATTISTA N. 89 p.le antist.ospedale l. sacco, (z.d. 8)","VIA ","GRASSI GIOVANNI BATTISTA","89","7465","8","XIV-QUOTIDIANI, PERIODI","3.50 X 2.75","Si"
"edicola su suolo pubblico","VIA GRAZIANO IMPERATORE N. 48 (z.d. 9)","VIA ","GRAZIANO IMPERATORE","48","1524","9","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA INGANNI ANGELO N. 52 (z.d. 6)","VIA ","INGANNI ANGELO","52","6672","6","XIV-QUOTIDIANI, PERIODI","2.80 X 2.00","Si"
"edicola su suolo pubblico","VIA JACOPINO DA TRADATE N. 11 (z.d. 8)","VIA ","JACOPINO DA TRADATE","11","7292","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA JUVARA FILIPPO num.000 angolo piazza ascoli, (z.d. 3)","VIA ","JUVARA FILIPPO","","3129","3","XIV-QUOTIDIANI, PERIODI","3.60 X 2.50","Si"
"edicola su suolo pubblico","VIA LARGA N. 31 ang. chiaravalle, (z.d. 1)","VIA ","LARGA","31","318","1","XIV-QUOTIDIANI, PERIODI","4.60 X 2.50","Si"
"edicola su suolo pubblico","VIA LIVIGNO N. 6 (z.d. 9)","VIA ","LIVIGNO","6","1296","9","XIV-QUOTIDIANI, PERIODI","3.00 X 2.25","Si"
"edicola su suolo pubblico","VIA LORENTEGGIO N. 209 (z.d. 6)","VIA ","LORENTEGGIO","209","5132","6","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA LORENTEGGIO num.000 fr. civ. 3, (z.d. 6)","VIA ","SANTA RITA DA CASCIA","35","5301","6","XIV-QUOTIDIANI, PERIODI","5.10 X 4.00","Si"
"edicola su suolo pubblico","VIA LOSANNA N. 2 ang. corso sempione (z.d. 8)","VIA ","LOSANNA","2","7190","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA LUCCA N. 14 (z.d. 7)","VIA ","LUCCA","14","6709","7","XIV-QUOTIDIANI, PERIODI","6.00 X 3.00","Si"
"edicola su suolo pubblico","VIA LUCCA N. 14 (z.d. 7)","VIA ","LUCCA","14","6709","7","XIV-QUOTIDIANI, PERIODI","6.00 X 3.00","Si"
"edicola su suolo pubblico","VIA MAC MAHON N. 107 angolo via campo dei fiori, (z.d. 8)","VIA ","MAC MAHON","107","7221","8","XIV-QUOTIDIANI, PERIODI","5.00 X 2.40","Si"
"edicola su suolo pubblico","VIA MAC MAHON N. 55 angolo via caracciolo, (z.d. 8)","VIA ","MAC MAHON","55","7221","8","XIV-QUOTIDIANI, PERIODI","5.00 X 3.30","Si"
"edicola su suolo pubblico","VIA MAMBRETTI ANTONIO num.000 , (z.d. 8)","VIA ","MAMBRETTI ANTONIO","","7455","8","XIV-QUOTIDIANI, PERIODI","3.00 X 2.30","Si"
"edicola su suolo pubblico","VIA MARCELLO BENEDETTO num.000 angolo via san gregorio, (z.d. 3)","VIA ","MARCELLO BENEDETTO","","2128","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.00","Si"
"edicola su suolo pubblico","VIA MARCO D'AGRATE num.000 ang. riva di trento, (z.d. 5)","VIA ","MARCO D'AGRATE","","4276","5","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA MARCONI GUGLIELMO angolo piazza diaz, (z.d. 1)","VIA ","MARCONI GUGLIELMO","","340","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA MASCAGNI PIETRO N. 2 angolo via v. di modrone, (z.d. 1)","VIA ","MASCAGNI PIETRO","2","3155","1","XIV-QUOTIDIANI, PERIODI","3.30 X 2.25","Si"
"edicola su suolo pubblico","VIA MASCAGNI PIETRO N. 22 (z.d. 1)","VIA ","MASCAGNI PIETRO","22","3155","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.00","Si"
"edicola su suolo pubblico","VIA MASOLINO DA PANICALE N. 7 (z.d. 8)","VIA ","MASOLINO DA PANICALE","7","7264","8","XIV-QUOTIDIANI, PERIODI","3.60 X 2.25","Si"
"edicola su suolo pubblico","VIA MATTEUCCI CARLO N. 5 lato scuola materna (z.d. 3)","VIA ","MATTEUCCI CARLO","5","2167","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA MEDA GIUSEPPE N. 44 angolo via spaventa, (z.d. 5)","VIA ","MEDA GIUSEPPE","44","5242","5","XIV-QUOTIDIANI, PERIODI","3.20 X 2.40","Si"
"edicola su suolo pubblico","VIA MELZI D'ERIL FRANCESCO N. 3 (z.d. 6)","VIA ","MELZI D'ERIL FRANCESCO","3","7118","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA MELZI D'ERIL FRANCESCO N. 3 ang. via bertani, (z.d. 1)","VIA ","MELZI D'ERIL FRANCESCO","3","7118","1","XIV-QUOTIDIANI, PERIODI","6.00 X 3.50","Si"
"edicola su suolo pubblico","VIA MERCATO N. 3 (z.d. 1)","VIA ","MERCATO","3","717","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA MOLINO DELLE ARMI num.000 angolo corso di porta ticinese, (z.d. 1)","VIA ","MOLINO DELLE ARMI","","591","1","XIV-QUOTIDIANI, PERIODI","3.00 X 2.00","Si"
"edicola su suolo pubblico","VIA MOLINO DELLE ARMI num.000 angolo via wittgens, (z.d. 1)","VIA ","MOLINO DELLE ARMI","","591","1","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA MONCALIERI N. 15 (z.d. 9)","VIA ","MONCALIERI","15","1095","9","XIV-QUOTIDIANI, PERIODI","3.30 X 2.30","Si"
"edicola su suolo pubblico","VIA MONTE POPERA N. 8 (z.d. 4)","VIA ","MONTE POPERA","8","4365","4","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA MONTE ROTONDO N. 3 angolo via danzi, (z.d. 9)","VIA ","MONTE ROTONDO","3","1449","9","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA MONTEFELTRO num.000 ang. via b. oriani, (z.d. 8)","VIA ","MONTEFELTRO","","7411","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA MONTI VINCENZO num.021/23 angolo piazza virgilio, (z.d. 1)","VIA ","ALBERTO DA GIUSSANO","1","6188","7","XIV-QUOTIDIANI, PERIODI","4.40 X 2.00","Si"
"edicola su suolo pubblico","VIA MORGANTINI MARIO N. 15 angolo amundsen, (z.d. 7)","VIA ","MORGANTINI MARIO","15","6568","7","XIV-QUOTIDIANI, PERIODI","4.00 X 2.00","Si"
"edicola su suolo pubblico","VIA MURAT GIOACCHINO N. 5 (z.d. 9)","VIA ","MURAT GIOACCHINO","5","1316","9","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA NEERA ANNA num.000 angolo via montegani 35, (z.d. 5)","PZA ","SAN BABILA","","216","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.30","Si"
"edicola su suolo pubblico","VIA NEGRI GAETANO num.000 angolo s.ta maria segreta, (z.d. 1)","VIA ","NEGRI GAETANO","","623","1","XIV-QUOTIDIANI, PERIODI","2.80 X 2.10","Si"
"edicola su suolo pubblico","VIA NOE ENRICO ang. viale abruzzi","VIA ","NOE ENRICO","","2211","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA NOVARA N. 105 (z.d. 7)","VIA ","NOVARA","105","6624","7","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA NOVARA N. 41 angolo via fleming, (z.d. 7)","VIA ","NOVARA","41","6624","7","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA ODAZIO EMANUELE num.000 fr. civ. 26,","VIA ","ODAZIO EMANUELE","","5383","6","","4.50 X 3.00","Si"
"edicola su suolo pubblico","VIA OGLIO N. 20 (z.d. 4)","VIA ","OGLIO","20","4105","4","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA OLONA num.000 fr.civ. 5 ang. via ariberto, (z.d. 1)","VIA ","OLONA","","5090","1","XIV-QUOTIDIANI, PERIODI","2.50 X 1.80","Si"
"edicola su suolo pubblico","VIA OREFICI N. 2 angolo piazza cordusio, (z.d. 1)","VIA ","OREFICI","2","547","1","XIV-QUOTIDIANI, PERIODI","3.30 X 1.20","Si"
"edicola su suolo pubblico","VIA OREFICI num.000 ang. passaggio osii, (z.d. 1)","VIA ","OREFICI","","547","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA OREFICI num.000 ang. piazza cordusio, (z.d. 1)","VIA ","OREFICI","","547","1","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PACINI GIOVANNI N. 60 ang.bardelli-astolfo, (z.d. 3)","VIA ","PACINI GIOVANNI","60","2571","3","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PADOVA N. 92 angolo via mosso, (z.d. 2)","VIA ","PADOVA","92","2275","2","XIV-QUOTIDIANI, PERIODI","2.80 X 2.30","Si"
"edicola su suolo pubblico","VIA PALEOCAPA PIETRO num.004/6 alt.civ. 4/6, (z.d. 1)","VIA ","PALEOCAPA PIETRO","","706","1","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","VIA PALLADIO ANDREA N. 1 angolo via ripamonti, (z.d. 5)","VIA ","PALLADIO ANDREA","1","4213","5","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PARAVIA PIER ALESSANDRO N. 59 angolo via civitali, (z.d. 7)","VIA ","PARAVIA PIER ALESSANDRO","59","6571","7","XIV-QUOTIDIANI, PERIODI","3.80 X 2.40","Si"
"edicola su suolo pubblico","VIA PASCOLI GIOVANNI num.000 angolo viale romagna 62, (z.d. 3)","VIA ","GRAZIANO IMPERATORE","48","1524","9","XIV-QUOTIDIANI, PERIODI","3.50 X 2.50","Si"
"edicola su suolo pubblico","VIA PECORARI FRANCESCO num.000 ang. via rastrelli, (z.d. 1)","VIA ","PECORARI FRANCESCO","","323","1","XIV-QUOTIDIANI, PERIODI","3.45 X 1.80","Si"
"edicola su suolo pubblico","VIA PERGOLESI GIOVANNI BATTISTA num.000 ang. c.so b. ayres,","VIA ","SAN PROSPERO","","721","1","","","Si"
"edicola su suolo pubblico","VIA PIO II N. 1 fronte ospedale san carlo, (z.d. 7)","VIA ","PIO II","1","6832","7","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PIRANESI GIOVANNI BATTISTA N. 26 ang. via carbonera, (z.d. 4)","VIA ","PIRANESI GIOVANNI BATTISTA","26","3263","4","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PIRELLI GIOVANNI BATTISTA N. 35 (z.d. 9)","VIA ","PIRELLI GIOVANNI BATTISTA","35","1195","9","XIV-QUOTIDIANI, PERIODI","3.40 X 2.30","Si"
"edicola su suolo pubblico","VIA PISANI VITTOR N. 9 (z.d. 2)","VIA ","PISANI VITTOR","9","1201","2","XIV-QUOTIDIANI, PERIODI","6.00 X 3.50","Si"
"edicola su suolo pubblico","VIA PISANI VITTOR N. 9 ang.via marangoni, (z.d. 2)","VIA ","PISANI VITTOR","9","1201","2","XIV-QUOTIDIANI, PERIODI","6.00 X 3.50","Si"
"edicola su suolo pubblico","VIA PLINIO CAIO SECONDO num.000 angolo via morgagni, (z.d. 3)","VIA ","PLINIO CAIO SECONDO","","2144","3","XIV-QUOTIDIANI, PERIODI","4.50 X 2.70","Si"
"edicola su suolo pubblico","VIA POLIZIANO N. 7 ang. via p. della francesca, (z.d. 8)","VIA ","POLIZIANO","7","7196","8","XIV-QUOTIDIANI, PERIODI","4.50 X 3.00","Si"
"edicola su suolo pubblico","VIA PONTACCIO N. 23 angolo via mercato, (z.d. 1)","VIA ","PONTACCIO","23","143","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA PONTE VETERO num.000 fr. civ. 9, (z.d. 1)","VIA ","PONTE VETERO","","718","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA PONZIO GIUSEPPE num.000 ang. via corti, (z.d. 3)","VIA ","MAROCHETTI CARLO","19","4185","4","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PRIMATICCIO FRANCESCO N. 2 angolo benedettini, (z.d. 6)","VIA ","PRIMATICCIO FRANCESCO","2","6646","6","XIV-QUOTIDIANI, PERIODI","4.00 X 2.60","Si"
"edicola su suolo pubblico","VIA PRINCIPE EUGENIO N. 27 (z.d. 8)","VIA ","PRINCIPE EUGENIO","27","7223","8","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","VIA PRINCIPE EUGENIO N. 39 (z.d. 6)","VIA ","PRINCIPE EUGENIO","39","7223","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PRINCIPE EUGENIO N. 4 (z.d. 8)","VIA ","PRINCIPE EUGENIO","4","7223","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA PRINCIPE EUGENIO num.025/27 , (z.d. 6)","VIA ","PRINCIPE EUGENIO","","7223","8","","","Si"
"edicola su suolo pubblico","VIA PROCACCINI GIULIO CESARE N. 61 angolo p.zza gramsci, (z.d. 8)","VIA ","PROCACCINI GIULIO CESARE","61","7204","8","XIV-QUOTIDIANI, PERIODI","3.30 X 2.25","Si"
"edicola su suolo pubblico","VIA PROCACCINI GIULIO CESARE num.000 angolo lomazzo, (z.d. 8)","VIA ","PROCACCINI GIULIO CESARE","","7204","8","XIV-QUOTIDIANI, PERIODI","3.20 X 2.50","Si"
"edicola su suolo pubblico","VIA RAVIZZA CARLO num.000 fr. civ. 20 ang. via correggio, (z.d. 7)","VLE ","LOMBARDIA","63","2400","3","XIV-QUOTIDIANI, PERIODI","2.80 X 2.00","Si"
"edicola su suolo pubblico","VIA RESSI ADEODATO N. 17 (z.d. 2)","VIA ","RESSI ADEODATO","17","1397","2","XIV-QUOTIDIANI, PERIODI","3.30 X 2.30","Si"
"edicola su suolo pubblico","VIA RICCIARELLI DANIELE N. 12 angolo via dolci, (z.d. 7)","VIA ","RICCIARELLI DANIELE","12","6553","7","XIV-QUOTIDIANI, PERIODI","3.30 X 2.45","Si"
"edicola su suolo pubblico","VIA RIPAMONTI GIUSEPPE N. 2 (z.d. 5)","VIA ","RIPAMONTI GIUSEPPE","2","4066","5","XIV-QUOTIDIANI, PERIODI","3.20 X 2.50","Si"
"edicola su suolo pubblico","VIA ROGOREDO num.000 ang. via freikofel, (z.d. 4)","VIA ","ROGOREDO","","4373","4","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA ROMANO GIULIO N. 31 via crema, (z.d. 5)","VIA ","ROMANO GIULIO","31","4057","5","XIV-QUOTIDIANI, PERIODI","3.30 X 2.35","Si"
"edicola su suolo pubblico","VIA ROMBON N. 34 (z.d. 3)","VIA ","ROMBON","34","2659","3","XIV-QUOTIDIANI, PERIODI","4.00 X 2.40","Si"
"edicola su suolo pubblico","VIA S. GIOV. SUL MURO num.000 fr.civ. 9 ang. via puccini, (z.d. 1)","VIA ","S. GIOV. SUL MURO","","609","1","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA SAMMARTINI GIOVANNI BATTISTA num.000 angolo via tonale (lato pari), (z.d. 2)","VIA ","SAMMARTINI GIOVANNI BATTISTA","","1202","2","XIV-QUOTIDIANI, PERIODI","3.70 X 2.70","Si"
"edicola su suolo pubblico","VIA SAN GIACOMO num.000 angolo via s. teresa, (z.d. 5)","VIA ","SAN GIACOMO","","5313","5","XIV-QUOTIDIANI, PERIODI","2.60 X 2.10","Si"
"edicola su suolo pubblico","VIA SAN VIGILIO num.025/27 , (z.d. 6)","VIA ","SAN VIGILIO","","5424","6","XIV-QUOTIDIANI, PERIODI","5.00 X 3.60","Si"
"edicola su suolo pubblico","VIA SAN VITTORE N. 47 (z.d. 1)","VIA ","SAN VITTORE","47","647","1","XIV-QUOTIDIANI, PERIODI","3.60 X 2.40","Si"
"edicola su suolo pubblico","VIA SANT' AMPELLIO N. 3 (z.d. 5)","VIA ","SANT' AMPELLIO","3","5253","5","XIV-QUOTIDIANI, PERIODI","3.00 X 2.25","Si"
"edicola su suolo pubblico","VIA SANT' ELENA N. 5 angolo via novara, (z.d. 7)","VIA ","SANT' ELENA","5","6308","7","XIV-QUOTIDIANI, PERIODI","6.00 X 4.00","Si"
"edicola su suolo pubblico","VIA SANTA MARCELLINA N. 8 ang. v.le f. testi, (z.d. 9)","VIA ","SANTA MARCELLINA","8","1433","9","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA SANTA MARGHERITA N. 3 passaggio santa margherita, (z.d. 1)","VIA ","SANTA MARGHERITA","3","108","1","XIV-QUOTIDIANI, PERIODI","3.30 X 2.00","Si"
"edicola su suolo pubblico","VIA SANTA MARIA FULCORINA num.000 , (z.d. 1)","VIA ","SANTA MARIA FULCORINA","","630","1","XIV-QUOTIDIANI, PERIODI","2.50 X 1.35","Si"
"edicola su suolo pubblico","VIA SANZIO RAFFAELLO N. 36 (z.d. 7)","VIA ","SANZIO RAFFAELLO","36","6283","7","XIV-QUOTIDIANI, PERIODI","2.80 X 2.00","Si"
"edicola su suolo pubblico","VIA SANZIO RAFFAELLO N. 7 angolo via san siro, (z.d. 7)","VIA ","SANZIO RAFFAELLO","7","6283","7","XIV-QUOTIDIANI, PERIODI","4.00 X 2.40","Si"
"edicola su suolo pubblico","VIA SARDEGNA N. 59 (z.d. 7)","VIA ","SARDEGNA","59","6265","7","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA SASSETTI FILIPPO num.000 ang. sebenico, (z.d. 9)","PZA ","DUCA D'AOSTA","","1200","2","XIV-QUOTIDIANI, PERIODI","4.50 X 2.50","Si"
"edicola su suolo pubblico","VIA SCROSATI LUIGI N. 3 (z.d. 6)","VIA ","SCROSATI LUIGI","3","6488","6","XIV-QUOTIDIANI, PERIODI","5.00 X 3.00","Si"
"edicola su suolo pubblico","VIA SEGNERI PAOLO num.000 angolo lorenteggio, (z.d. 6)","VIA ","SEGNERI PAOLO","","5380","6","XIV-QUOTIDIANI, PERIODI","2.80 X 2.35","Si"
"edicola su suolo pubblico","VIA SILVA GUGLIELMO num.000 angolo via montebianco, (z.d. 8)","VIA ","SILVA GUGLIELMO","","6400","8","XIV-QUOTIDIANI, PERIODI","5.00 X 3.60","Si"
"edicola su suolo pubblico","VIA SOLARI ANDREA N. 19 fronte salaino, (z.d. 6)","VIA ","SOLARI ANDREA","19","5111","6","XIV-QUOTIDIANI, PERIODI","2.80 X 2.20","Si"
"edicola su suolo pubblico","VIA SOLARI ANDREA num.000 angolo coni zugna, (z.d. 6)","PZA ","DEL DUOMO","","1","1","XIV-QUOTIDIANI, PERIODI","4.00 X 3.00","Si"
"edicola su suolo pubblico","VIA SOLARI ANDREA num.037 angolo via stendhal, (z.d. 6)","PLE ","LOTTO LORENZO","2","6539","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
"edicola su suolo pubblico","VIA STRAMBIO GAETANO N. 29 (z.d. 3)","VIA ","STRAMBIO GAETANO","29","3168","3","XIV-QUOTIDIANI, PERIODI","3.30 X 2.35","Si"
"edicola su suolo pubblico","VIA TABACCHI ODOARDO N. 2 ang. corso s. gottardo, (z.d. 5)","VIA ","TABACCHI ODOARDO","2","5223","5","XIV-QUOTIDIANI, PERIODI","4.50 X 3.00","Si"
"edicola su suolo pubblico","VIA TEODOSIO N. 2 angolo via pacini, (z.d. 3)","VIA ","TEODOSIO","2","2550","3","XIV-QUOTIDIANI, PERIODI","3.60 X 2.90","Si"
"edicola su suolo pubblico","VIA TOLSTOI LEONE N. 20 (z.d. 6)","VIA ","TOLSTOI LEONE","20","5133","6","XIV-QUOTIDIANI, PERIODI","2.80 X 2.30","Si"
"edicola su suolo pubblico","VIA TORRICELLI EVANGELISTA N. 15 angolo via brunacci, (z.d. 5)","VIA ","TORRICELLI EVANGELISTA","15","5240","5","XIV-QUOTIDIANI, PERIODI","3.30 X 2.50","Si"
"edicola su suolo pubblico","VIA TRAIANO MARCO ULPIO ang. via grosotto, (z.d. 8)","VIA ","TRAIANO MARCO ULPIO","","7157","8","XIV-QUOTIDIANI, PERIODI","","Si"
"edicola su suolo pubblico","VIA TRAIANO MARCO ULPIO N. 11 angolo viale teodorico, (z.d. 9)","VIA ","TRAIANO MARCO ULPIO","11","7157","8","XIV-QUOTIDIANI, PERIODI","3.30 X 2.60","Si"
"edicola su suolo pubblico","VIA TRENNO N. 12 angolo via diomede, (z.d. 8)","VIA ","TRENNO","12","6491","8","XIV-QUOTIDIANI, PERIODI","6.00 X 1.90","Si"
"edicola su suolo pubblico","VIA URUGUAY N. 10 (z.d. 8)","VIA ","URUGUAY","10","7495","8","XIV-QUOTIDIANI, PERIODI","4.00 X 2.90","Si"
"edicola su suolo pubblico","VIA VAL TROMPIA N. 9 (z.d. 8)","VIA ","VAL TROMPIA","9","7494","8","XIV-QUOTIDIANI, PERIODI","3.30 X 2.25","Si"
"edicola su suolo pubblico","VIA VALLE ANTRONA num.000 angolo via gozzoli, (z.d. 7)","VIA ","VALLE ANTRONA","","6807","7","XIV-QUOTIDIANI, PERIODI","3.50 X 2.50","Si"
"edicola su suolo pubblico","VIA VARESINA N. 50 angolo via airaghi, (z.d. 8)","VIA ","VARESINA","50","7290","8","XIV-QUOTIDIANI, PERIODI","2.50 X 1.90","Si"
"edicola su suolo pubblico","VIA VENIERO SEBASTIANO N. 4 (z.d. 8)","VIA ","VENIERO SEBASTIANO","4","6423","8","XIV-QUOTIDIANI, PERIODI","2.50 X 1.80","Si"
"edicola su suolo pubblico","VIA VERDI GIUSEPPE N. 5 (z.d. 1)","VIA ","VERDI GIUSEPPE","5","118","1","XIV-QUOTIDIANI, PERIODI","3.30 X 2.00","Si"
"edicola su suolo pubblico","VIA VITRUVIO num.000 angolo benedetto marcello, (z.d. 3)","VLE ","MONZA","170","2274","2","XIV-QUOTIDIANI, PERIODI","3.40 X 2.40","Si"
"edicola su suolo pubblico","VIA WASHINGTON GIORGIO N. 102 fr.civ. 102 ang. via foppa, (z.d. 6)","VIA ","WASHINGTON GIORGIO","102","6111","6","XIV-QUOTIDIANI, PERIODI","4.00 X 2.50","Si"
